"Data","Hora","Abertura","Maxima","Minima","Fechamento","ULT"
"10/03/2020","00:00:00","38,5617","41,7276","37,5494","41,2399","109,4100"
"09/03/2020","00:00:00","37,2272","38,2304","34,7976","34,8160","109,4100"
"06/03/2020","00:00:00","40,6785","42,1694","40,1723","41,0558","109,4100"
"05/03/2020","00:00:00","43,8628","44,1297","42,2890","43,1173","109,4100"
"04/03/2020","00:00:00","44,1757","45,1789","43,2554","44,7003","109,4100"
"03/03/2020","00:00:00","43,0161","45,1789","42,3995","42,6572","109,4100"
"02/03/2020","00:00:00","41,3043","43,3382","41,2399","42,6664","109,4100"
"28/02/2020","00:00:00","40,4852","40,7797","39,7581","40,7797","109,4100"
"27/02/2020","00:00:00","41,0926","41,9117","40,0895","40,9270","109,4100"
"26/02/2020","00:00:00","42,9425","43,1081","41,4699","41,7368","109,4100"
"21/02/2020","00:00:00","46,9367","47,0655","45,8323","46,1360","109,4100"
"20/02/2020","00:00:00","49,0258","49,2283","47,9122","48,0411","109,4100"
"19/02/2020","00:00:00","48,7129","48,8878","48,2251","48,6025","109,4100"
"18/02/2020","00:00:00","48,3632","48,8234","47,9675","48,5933","109,4100"
"17/02/2020","00:00:00","47,5901","49,1547","47,5073","49,1547","109,4100"
"14/02/2020","00:00:00","48,0503","48,1147","46,8907","46,9367","109,4100"
"13/02/2020","00:00:00","48,0595","48,2251","47,4521","47,9859","109,4100"
"12/02/2020","00:00:00","48,8694","49,1271","48,6209","48,8418","109,4100"
"11/02/2020","00:00:00","47,0747","48,0411","46,9551","47,9030","109,4100"
"10/02/2020","00:00:00","47,7650","47,7650","45,9427","46,1912","109,4100"
"07/02/2020","00:00:00","48,6669","48,7405","47,7834","47,9490","109,4100"
"06/02/2020","00:00:00","49,3848","49,6240","48,6117","49,0350","109,4100"
"05/02/2020","00:00:00","49,0718","49,3479","48,7681","48,7681","109,4100"
"04/02/2020","00:00:00","48,0411","48,3908","47,8294","48,1055","109,4100"
"03/02/2020","00:00:00","46,4765","47,0195","45,8323","46,8539","109,4100"
"31/01/2020","00:00:00","46,8999","46,9919","45,8323","46,2649","109,4100"
"30/01/2020","00:00:00","45,9888","47,3969","45,8323","47,3969","109,4100"
"29/01/2020","00:00:00","47,5809","47,7558","46,4397","46,7066","109,4100"
"28/01/2020","00:00:00","47,1208","47,9398","47,0103","47,1208","109,4100"
"27/01/2020","00:00:00","47,5441","47,6914","46,4581","46,4857","109,4100"
"24/01/2020","00:00:00","51,1886","51,2898","49,4124","49,5136","109,4100"
"23/01/2020","00:00:00","51,0137","51,2898","50,3511","51,0782","109,4100"
"22/01/2020","00:00:00","52,0905","52,3206","51,5935","51,8144","109,4100"
"21/01/2020","00:00:00","52,2746","52,4679","51,2990","51,5659","109,4100"
"20/01/2020","00:00:00","52,4587","52,7900","52,0261","52,7900","109,4100"
"17/01/2020","00:00:00","51,7684","52,5415","51,6304","52,4587","109,4100"
"16/01/2020","00:00:00","51,1702","51,4923","50,7100","50,7745","109,4100"
"15/01/2020","00:00:00","50,8941","51,6120","50,7192","51,0413","109,4100"
"14/01/2020","00:00:00","50,8941","51,8604","50,6180","51,2070","109,4100"
"13/01/2020","00:00:00","49,3664","51,2070","49,2467","50,8941","109,4100"
"10/01/2020","00:00:00","49,4676","49,5780","48,8786","49,1087","109,4100"
"09/01/2020","00:00:00","49,4676","49,5780","48,8234","49,0534","109,4100"
"08/01/2020","00:00:00","49,8817","50,0382","49,3479","49,7069","109,4100"
